tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,moonphase,year,month_April,month_August,month_December,month_February,month_January,month_July,month_June,month_March,month_May,month_November,month_October,month_September,Partly cloudy,Rainy,Overcast,Clear,Snow
22.8,18.2,20.5,22.8,18.2,20.5,15.9,75.0,0.0,0,0.0,none,0.0,0.0,38.5,21.4,59.2,1020.2,92.1,16.0,24.8,2.2,1,0.11,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
22.7,18.3,20.3,22.7,18.3,20.3,17.1,82.0,1.081,100,20.83,rain,0.0,0.0,40.0,25.9,32.5,1018.4,99.1,14.1,18.0,1.6,1,0.15,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
20.5,18.2,19.5,20.5,18.2,19.5,15.7,78.8,0.036,100,4.17,rain,0.0,0.0,27.7,21.2,12.2,1018.0,98.9,15.7,12.0,1.0,1,0.18,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
22.1,17.8,19.7,22.1,17.8,19.7,16.7,82.8,1.381,100,12.5,rain,0.0,0.0,22.0,14.1,30.5,1018.7,98.4,14.2,18.0,1.4,1,0.25,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
23.2,18.7,20.6,23.2,18.7,20.6,17.6,83.1,0.036,100,4.17,rain,0.0,0.0,20.2,12.5,182.0,1017.3,92.4,14.9,23.7,1.8,1,0.25,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
27.1,16.7,21.4,27.3,16.7,21.4,15.5,72.2,0.0,0,0.0,none,0.0,0.0,31.7,14.7,332.4,1015.4,60.2,14.5,68.6,5.8,5,0.29,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.7,17.9,21.4,27.7,17.9,21.5,17.0,76.5,0.011,100,4.17,rain,0.0,0.0,23.4,14.6,187.5,1013.6,66.5,16.0,68.6,5.9,6,0.32,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
27.1,14.8,20.0,28.2,14.8,20.1,15.3,74.7,7.345,100,16.67,rain,0.0,0.0,53.1,29.3,223.8,1008.7,69.0,15.1,29.5,2.4,2,0.36,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
18.2,11.4,14.5,18.2,11.4,14.5,4.5,52.8,0.0,0,0.0,none,0.0,0.0,51.1,30.9,293.8,1014.5,47.4,16.0,35.5,3.1,3,0.4,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
20.6,8.6,14.5,20.6,6.6,14.2,3.7,50.5,0.0,0,0.0,none,0.0,0.0,51.5,33.2,292.1,1016.1,22.0,16.0,84.8,7.4,7,0.43,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
23.2,8.5,15.7,23.2,7.1,15.6,5.4,52.7,0.0,0,0.0,none,0.0,0.0,38.9,21.2,263.3,1020.0,0.0,16.0,81.9,7.1,7,0.47,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
24.9,12.2,18.3,24.9,12.2,18.3,8.6,55.9,0.0,0,0.0,none,0.0,0.0,31.7,20.6,246.3,1020.2,20.0,16.0,81.6,7.2,7,0.5,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
23.3,11.3,17.6,23.3,11.3,17.6,11.4,68.8,0.0,0,0.0,none,0.0,0.0,37.8,18.7,187.3,1015.9,27.7,16.0,78.2,6.7,7,0.53,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.0,14.7,18.6,21.0,14.7,18.6,9.5,56.3,0.0,0,0.0,none,0.0,0.0,37.1,22.0,304.4,1013.4,64.7,16.0,62.3,5.3,6,0.57,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.8,12.5,15.9,19.8,12.5,15.9,8.5,62.6,0.0,0,0.0,none,0.0,0.0,37.1,17.8,312.2,1015.6,78.0,16.0,36.6,3.3,3,0.6,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
21.1,12.6,16.2,21.1,12.6,16.2,9.6,65.5,0.0,0,0.0,none,0.0,0.0,30.6,17.9,158.6,1019.9,80.4,15.9,66.1,5.8,4,0.63,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
26.6,16.6,19.7,26.6,16.6,19.7,15.1,75.7,33.395,100,25.0,rain,0.0,0.0,73.8,23.1,186.9,1011.7,85.3,14.4,66.8,5.8,6,0.67,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
18.8,12.1,15.6,18.8,12.1,15.6,9.3,67.9,7.822,100,12.5,rain,0.0,0.0,68.6,41.2,309.2,1002.2,85.3,15.6,69.3,6.0,5,0.7,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0
21.6,11.6,15.8,21.6,11.6,15.8,8.1,61.0,0.0,0,0.0,none,0.0,0.0,54.4,34.5,325.7,1007.7,53.1,16.0,76.1,6.6,6,0.73,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
19.8,10.9,15.1,19.8,10.9,15.1,9.7,70.8,0.0,0,0.0,none,0.0,0.0,31.0,17.8,116.0,1012.6,60.5,16.0,44.8,3.9,3,0.75,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16.6,13.8,15.2,16.6,13.8,15.2,13.0,86.5,31.365,100,75.0,rain,0.0,0.0,59.4,34.5,76.0,1002.4,99.8,11.0,6.5,0.5,0,0.8,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
17.1,13.2,15.0,17.1,13.2,15.0,11.0,77.8,1.886,100,25.0,rain,0.0,0.0,34.6,23.1,192.3,1000.8,91.6,15.2,24.5,2.1,1,0.83,2021,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0
19.9,11.1,14.7,19.9,11.1,14.7,9.3,72.1,0.0,0,0.0,none,0.0,0.0,46.8,27.1,267.5,1006.2,69.8,15.7,46.8,4.1,3,0.86,2021,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
16.6,10.1,13.4,16.6,10.1,13.4,3.9,54.6,0.0,0,0.0,none,0.0,0.0,38.9,26.7,285.5,1020.1,34.1,16.0,85.0,7.5,6,0.89,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10.9,7.6,9.3,10.9,6.4,8.5,5.3,76.3,2.682,100,29.17,rain,0.0,0.0,22.0,19.2,332.6,1024.5,87.9,15.8,13.0,1.1,1,0.93,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
11.6,3.2,7.7,11.6,2.2,6.6,-0.3,59.9,0.0,0,0.0,none,0.0,0.0,33.5,23.8,328.5,1026.8,37.7,15.9,78.2,6.7,6,0.96,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.0,3.6,7.6,12.0,0.9,6.6,-0.5,58.6,0.0,0,0.0,none,0.0,0.0,18.4,10.5,20.3,1027.0,83.2,16.0,46.0,3.9,3,0.0,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.8,1.9,7.2,12.8,-1.6,5.9,-2.0,55.1,0.0,0,0.0,none,0.0,0.0,27.0,19.8,0.3,1028.2,50.0,16.0,74.7,6.2,6,0.03,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.8,1.0,7.5,13.8,-2.6,6.1,0.3,62.5,0.0,0,0.0,none,0.0,0.0,26.6,18.2,26.5,1028.1,72.7,16.0,73.0,6.2,5,0.06,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
15.4,3.7,8.9,15.4,0.8,7.6,0.9,60.0,0.0,0,0.0,none,0.0,0.0,26.6,19.7,4.6,1022.4,73.8,15.9,72.3,6.4,6,0.1,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
21.0,6.2,12.5,21.0,3.4,11.7,3.5,56.1,0.0,0,0.0,none,0.0,0.0,29.2,19.8,336.6,1021.9,16.1,16.0,72.0,6.2,6,0.13,2021,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
21.9,6.0,13.2,21.9,6.0,13.1,6.0,65.7,0.0,0,0.0,none,0.0,0.0,20.9,15.6,196.7,1020.9,21.0,16.0,71.4,6.2,6,0.17,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
22.2,9.6,15.5,22.2,9.3,15.5,7.7,62.7,0.011,100,4.17,rain,0.0,0.0,31.3,23.4,313.6,1020.1,32.1,16.0,70.4,6.0,5,0.2,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
20.0,8.6,14.3,20.0,6.6,13.9,10.0,75.8,0.0,0,0.0,none,0.0,0.0,39.2,23.9,119.8,1021.4,62.0,15.3,48.2,4.0,3,0.25,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
18.3,10.2,15.2,18.3,10.2,15.2,9.0,68.5,15.354,100,33.33,rain,0.0,0.0,54.4,25.8,221.0,1014.1,58.4,14.4,62.2,5.3,6,0.27,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
11.7,4.2,8.9,11.7,1.9,7.7,1.8,63.7,0.289,100,4.17,rain,0.0,0.0,54.4,27.0,284.6,1012.1,42.0,15.9,42.3,3.6,4,0.3,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
8.8,0.9,5.8,6.5,-2.4,3.2,-2.0,58.5,0.0,0,0.0,none,0.0,0.0,38.2,22.4,204.6,1014.2,66.4,16.0,41.9,3.7,4,0.34,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10.6,4.3,7.5,10.6,1.7,5.0,-3.1,47.6,0.0,0,0.0,none,0.0,0.0,53.8,32.7,282.9,1015.4,65.9,16.0,47.9,4.0,3,0.37,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
12.2,2.7,7.4,12.2,0.2,6.3,-1.3,54.9,0.0,0,0.0,none,0.0,0.0,23.4,14.2,212.5,1022.9,63.8,16.0,81.4,7.1,5,0.41,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
17.8,4.3,10.1,17.8,2.0,9.6,4.8,71.2,0.0,0,0.0,none,0.0,0.0,27.7,14.8,155.4,1023.1,48.9,16.0,76.1,6.5,5,0.44,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
23.3,9.3,15.7,23.3,5.4,15.4,7.4,59.9,1.56,100,12.5,rain,0.0,0.0,61.4,34.1,224.6,1017.8,49.2,16.0,77.8,6.5,5,0.48,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
8.8,3.5,6.6,5.6,0.1,3.0,-5.6,42.0,0.0,0,0.0,none,0.0,0.0,54.4,36.2,323.2,1028.9,30.0,16.0,86.3,7.3,6,0.5,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9.3,0.2,4.8,7.2,-2.6,3.1,-2.9,58.7,0.0,0,0.0,none,0.0,0.0,23.4,17.5,208.0,1033.6,57.8,16.0,42.5,3.7,2,0.54,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.7,3.0,7.7,11.7,1.5,7.0,2.5,71.4,0.0,0,0.0,none,0.0,0.0,30.2,16.4,198.0,1023.9,81.6,16.0,27.5,2.2,2,0.58,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
11.6,3.3,8.5,11.6,-1.7,6.5,1.0,61.6,1.847,100,25.0,rain,0.0,0.0,55.3,34.9,327.4,1014.2,84.1,16.0,27.4,2.3,2,0.61,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
7.1,0.5,3.6,3.0,-4.2,-0.5,-8.4,41.8,0.0,0,0.0,none,0.0,0.0,47.9,27.7,314.8,1021.1,31.9,16.0,76.5,6.5,5,0.64,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9.3,-1.0,4.2,8.7,-4.2,2.5,-6.5,47.0,0.0,0,0.0,none,0.0,0.0,20.2,15.5,266.9,1028.6,29.0,16.0,83.3,7.2,5,0.68,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.9,1.4,7.0,13.9,-1.3,5.9,-1.5,56.2,0.0,0,0.0,none,0.0,0.0,16.9,14.0,197.8,1018.5,79.6,16.0,53.7,4.6,3,0.71,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
9.2,2.1,6.2,8.2,-2.9,2.5,-2.3,57.6,2.25,100,16.67,rain,0.0,0.0,67.2,38.1,298.5,1011.3,78.7,15.5,76.4,6.6,5,0.75,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0
7.1,1.0,3.9,4.5,-4.5,0.3,-7.4,44.0,0.0,0,0.0,none,0.0,0.0,45.5,26.4,297.7,1016.2,70.7,16.0,77.0,6.8,5,0.75,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.0,3.0,7.7,13.0,1.3,6.3,-1.7,52.1,0.0,0,0.0,none,0.0,0.0,32.4,17.8,120.3,1011.2,67.4,16.0,76.4,6.6,5,0.81,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
8.2,1.3,5.3,5.1,-0.9,1.9,-5.5,46.2,0.0,0,0.0,none,0.0,0.0,56.3,34.9,320.1,1016.1,55.5,16.0,38.5,3.3,3,0.85,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
10.1,1.4,4.8,10.1,-1.5,3.1,-2.8,59.7,0.0,0,0.0,none,0.0,0.0,32.0,21.8,186.2,1016.7,71.6,16.0,41.3,3.5,3,0.88,2021,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
13.8,0.3,7.1,13.8,-1.4,6.5,0.0,63.3,0.0,0,0.0,none,0.0,0.0,22.0,14.7,183.2,1020.4,53.3,16.0,69.3,5.9,5,0.91,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
17.8,6.6,12.8,17.8,4.4,12.2,4.5,58.6,0.0,0,0.0,none,0.0,0.0,40.7,26.7,210.5,1010.0,87.2,16.0,42.8,3.6,2,0.95,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
16.5,7.0,10.4,16.5,4.4,9.6,-0.6,47.1,0.0,0,0.0,none,0.0,0.0,59.4,36.4,324.1,1016.2,71.1,16.0,18.4,1.4,1,0.98,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.4,5.4,9.2,14.4,3.8,8.8,0.7,57.6,0.0,0,0.0,none,0.0,0.0,21.2,14.5,24.0,1020.0,81.6,16.0,72.5,6.2,4,0.0,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.1,2.5,7.6,11.1,-0.8,6.9,-1.7,53.9,0.0,0,0.0,none,0.0,0.0,24.5,13.8,92.1,1025.9,64.7,16.0,24.8,2.0,1,0.05,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
20.9,7.0,12.8,20.9,4.2,11.9,4.4,58.7,0.0,0,0.0,none,0.0,0.0,82.4,48.0,222.5,1012.2,87.3,16.0,30.4,2.7,2,0.08,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.6,1.8,4.0,4.2,-1.5,1.2,-9.3,37.8,0.0,0,0.0,none,0.0,0.0,50.4,33.0,322.8,1022.9,69.2,16.0,64.5,5.8,4,0.11,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.1,2.5,4.2,4.9,-0.3,2.1,-4.1,54.6,0.0,0,0.0,none,0.0,0.1,42.5,30.3,337.0,1017.1,82.9,16.0,31.2,2.7,3,0.15,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.1,-0.5,3.3,4.6,-4.5,0.7,-5.5,53.2,0.0,0,0.0,none,0.0,0.1,28.4,19.7,194.8,1023.4,76.3,16.0,34.8,3.2,2,0.18,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
11.8,3.6,7.8,11.8,-0.3,6.3,1.1,62.7,0.336,100,8.33,rain,0.0,0.0,24.5,17.4,173.5,1020.1,96.6,16.0,43.7,3.8,3,0.25,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
20.6,8.8,14.8,20.6,7.7,14.6,10.8,78.0,4.202,100,20.83,rain,0.0,0.0,67.5,38.4,211.9,1009.7,98.8,14.9,14.3,1.2,1,0.25,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.5,3.8,7.3,10.5,1.4,5.1,-6.0,39.4,0.0,0,0.0,none,0.0,0.0,73.3,31.7,293.2,1023.3,33.2,16.0,76.0,6.6,5,0.28,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
10.8,0.4,5.1,10.8,-2.0,3.7,-2.5,59.8,0.0,0,0.0,none,0.0,0.0,20.2,15.6,187.3,1027.7,38.3,16.0,74.7,6.3,5,0.32,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15.5,1.5,7.6,15.5,1.5,7.3,-1.7,55.2,0.0,0,0.0,none,0.0,0.0,22.3,12.4,54.9,1032.3,48.5,16.0,74.0,6.3,5,0.35,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
14.4,2.4,8.2,14.4,0.4,7.6,3.1,71.0,0.0,0,0.0,none,0.0,0.0,21.2,10.8,156.6,1032.8,62.8,16.0,65.0,5.4,4,0.38,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.4,7.5,12.9,19.4,5.0,12.0,5.5,62.8,0.0,0,0.0,none,0.0,0.0,38.9,23.4,197.3,1020.2,71.3,16.0,71.5,6.2,5,0.42,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
18.2,12.7,15.0,18.2,12.7,15.0,4.1,50.1,0.0,0,0.0,none,0.0,0.0,36.0,19.7,336.2,1020.3,93.0,16.0,43.2,3.7,4,0.45,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.0,9.9,11.3,13.0,8.0,11.2,2.3,56.3,0.0,0,0.0,none,0.0,0.0,35.3,15.6,95.0,1016.8,99.2,15.8,15.3,1.3,1,0.5,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
13.3,1.4,7.4,13.3,-3.4,4.0,-1.1,55.8,0.0,0,0.0,none,0.0,0.0,58.3,38.1,341.5,1019.5,76.6,15.7,36.5,3.0,2,0.52,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
5.0,-2.4,1.1,4.3,-6.7,-2.2,-7.2,55.5,0.0,0,0.0,none,0.0,0.0,19.4,16.0,329.9,1027.3,20.1,16.0,75.3,6.5,5,0.55,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,-1.4,2.4,3.7,-4.3,0.8,-3.2,67.6,1.572,100,12.5,rain,0.0,0.0,17.3,12.4,70.8,1018.2,92.9,13.9,27.4,2.4,1,0.59,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
10.5,1.5,5.3,10.5,-3.3,2.2,-3.3,58.5,5.277,100,41.67,rain,0.0,0.0,55.8,36.1,324.7,1009.1,49.3,13.3,74.4,6.3,5,0.62,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
5.6,-1.6,1.8,4.0,-5.6,-1.5,-8.2,48.0,1.462,100,8.33,rain,0.0,0.0,27.0,21.3,312.0,1023.0,24.4,16.0,59.3,5.1,4,0.65,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
12.2,3.7,7.7,12.2,-1.0,5.9,-1.9,51.2,0.0,0,0.0,none,0.0,0.0,38.9,25.1,189.4,1016.2,79.5,16.0,48.3,4.1,4,0.69,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
19.4,9.3,14.2,19.4,7.4,14.0,6.5,60.3,1.93,100,8.33,rain,0.0,0.0,50.0,22.4,201.6,1003.8,87.7,16.0,49.7,4.4,4,0.72,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0
16.6,7.7,12.7,16.6,4.7,12.2,4.7,59.3,0.0,0,0.0,none,0.0,0.0,35.3,21.8,332.8,1013.7,21.0,16.0,74.7,6.5,5,0.75,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
6.0,4.1,5.0,4.9,1.1,3.0,-0.6,67.5,0.0,0,0.0,none,0.0,0.0,30.6,17.9,92.8,1016.5,88.8,16.0,9.9,0.8,0,0.79,2021,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
13.8,3.6,8.8,13.8,1.6,8.3,0.5,59.9,0.0,0,0.0,none,0.0,0.0,45.0,17.4,80.9,1011.7,95.2,16.0,27.2,2.3,2,0.83,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
12.1,8.8,10.1,12.1,7.4,9.5,4.7,70.1,2.794,100,20.83,rain,0.0,0.0,21.2,15.9,49.6,1010.9,97.6,15.2,24.1,2.1,1,0.86,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
12.2,8.3,10.2,12.2,6.9,9.9,8.5,89.6,3.858,100,33.33,rain,0.0,0.0,19.8,12.2,129.9,1013.4,100.0,8.5,14.0,1.2,1,0.89,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
14.4,10.0,11.8,14.4,10.0,11.8,10.0,88.8,1.05,100,12.5,rain,0.0,0.0,27.4,17.8,179.7,1013.5,96.3,12.4,28.2,2.5,2,0.93,2021,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0
17.5,12.3,14.6,17.5,12.3,14.6,13.3,92.1,11.4,100,37.5,rain,0.0,0.0,43.15,18.4,190.4,1007.2,99.5,10.0,8.9,0.6,0,0.96,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
17.1,8.8,14.2,17.1,5.5,13.9,10.9,81.6,3.132,100,29.17,rain,0.0,0.0,58.9,30.4,290.6,1006.6,91.6,15.5,19.7,1.7,1,0.0,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0
7.8,-3.3,0.4,4.1,-9.9,-5.0,-3.0,78.7,22.563,100,75.0,"rain,snow",6.8,2.7,56.2,36.2,358.5,1019.7,77.2,10.0,2.2,0.0,0,0.03,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
1.1,-3.7,-1.5,0.9,-8.9,-4.4,-7.1,65.7,0.0,0,0.0,snow,3.5,8.9,31.7,22.7,192.1,1029.7,18.7,16.0,63.8,5.4,6,0.06,2022,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
4.9,-2.2,2.1,2.9,-6.8,-1.4,-1.7,76.3,0.011,100,4.17,rain,0.0,6.5,31.7,21.9,195.2,1014.5,82.6,16.0,26.5,2.2,1,0.1,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6.0,2.7,4.3,4.8,-1.4,1.8,-4.3,55.0,0.0,0,0.0,rain,0.5,4.7,31.7,20.8,15.8,1012.7,88.0,16.0,60.7,5.3,4,0.13,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.1,-3.9,-1.2,-3.1,-8.5,-6.7,-9.3,56.2,3.035,100,25.0,"rain,snow",0.6,5.3,51.8,34.3,313.3,1018.6,58.4,13.6,75.2,6.7,5,0.16,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
0.6,-5.1,-2.5,-1.2,-10.6,-6.5,-11.8,49.4,0.0,0,0.0,none,0.0,3.6,50.9,21.4,250.4,1035.6,20.5,16.0,82.4,7.1,5,0.19,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.1,-0.9,3.2,6.2,-6.0,-0.7,-1.6,71.6,13.761,100,45.83,rain,0.0,1.9,50.0,24.7,199.8,1024.1,90.0,13.6,12.5,1.1,1,0.25,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
6.7,-1.7,1.6,2.4,-8.3,-3.6,-9.8,43.1,0.138,100,4.17,"rain,snow",0.0,0.4,56.1,33.7,315.6,1023.8,58.5,16.0,71.5,6.2,5,0.26,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
-1.8,-5.0,-3.5,-5.3,-12.7,-8.5,-15.0,41.1,0.0,0,0.0,none,0.0,0.1,45.6,31.6,327.0,1033.4,42.6,16.0,81.0,6.9,5,0.29,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8.3,-5.1,1.4,5.4,-10.5,-2.5,-8.5,49.1,0.0,0,0.0,none,0.0,0.1,40.7,25.2,196.8,1023.6,53.8,16.0,80.3,7.0,5,0.33,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
10.4,-0.3,4.3,10.4,-0.3,3.5,-2.5,63.1,0.0,0,0.0,none,0.0,0.0,47.95,10.5,51.6,1014.6,86.6,16.0,33.8,3.0,2,0.36,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9.2,2.0,5.5,5.3,-3.5,1.6,-2.0,59.0,0.0,0,0.0,none,0.0,0.0,55.2,34.7,337.5,1012.0,81.5,15.9,41.8,3.6,3,0.39,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,-6.4,-3.4,-4.9,-12.7,-9.6,-15.4,39.6,0.0,0,0.0,none,0.0,0.0,42.5,30.7,1.0,1025.6,61.6,16.0,37.6,3.1,2,0.42,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
2.9,-8.5,-4.5,-3.0,-15.0,-10.6,-10.8,63.3,20.841,100,37.5,"rain,snow",0.5,0.2,54.7,34.8,38.2,1019.3,86.0,11.6,16.1,1.3,1,0.46,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4.3,1.6,2.7,1.6,-5.0,-2.6,-4.1,63.1,0.965,100,8.33,"rain,snow",0.6,0.8,69.7,43.4,255.3,993.4,87.8,15.6,39.0,3.2,2,0.5,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1
4.9,-1.0,2.2,2.3,-4.6,-1.5,-7.0,51.2,0.0,0,0.0,none,0.0,0.2,51.3,27.9,286.3,1017.0,67.6,16.0,45.2,3.9,3,0.53,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
12.2,-1.4,5.6,12.2,-5.6,3.1,-4.1,51.8,0.0,0,0.0,none,0.0,0.0,47.9,27.0,200.2,1019.1,69.8,16.0,66.0,5.6,4,0.56,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
7.8,-2.2,3.3,6.2,-8.0,-0.3,-1.9,69.8,7.731,100,33.33,rain,0.0,0.0,31.7,26.8,337.7,1022.1,89.5,14.9,17.3,1.4,1,0.6,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0
-2.9,-7.3,-4.7,-8.5,-15.2,-11.3,-14.4,46.8,0.0,0,0.0,none,0.0,0.0,46.7,30.1,6.6,1032.9,85.5,16.0,56.0,4.8,4,0.63,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
1.0,-8.5,-3.8,-1.1,-15.4,-8.1,-16.2,39.7,0.0,0,0.0,none,0.0,0.0,47.425000000000004,19.6,335.0,1027.8,46.4,16.0,94.0,8.1,6,0.67,2022,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
